publication_date,publication_id,publication_title,speaker,party,bloc,speech_type,text
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Anniken Refseth,A,Left,hovedinnlegg,"Anniken Refseth (A) [19:46:42] (ordfører for saken): Vi behandler her i dag et representantforslag om endring av yrkestransportloven § 9 andre ledd, der det tas til orde for å endre ordlyden i loven om de nye og sentrale kontrollreglene for drosjenæringen. Forslaget har vært behandlet på vanlig vis i komiteen, statsråden har uttalt seg, og det har vært åpnet for skriftlig høring. Utover det viser jeg til merknadene og forslagene i innstillingen og vil overlate til de ulike partigruppene å redegjøre for sitt syn i saken. Som saksordfører takker jeg for samarbeidet i komiteen. Arbeiderpartiet mener at drosjenæringen skal være en god, regulert og trygg arbeidsplass. Drosjenæringen utfører et viktig samfunnsoppdrag. Drosjesjåførene tar del i mange menneskers liv hver dag, de betyr mye for mange, og de kommer tett innpå andre folks liv. Vår viktigste oppgave er å legge til rette for at også de kan ha et godt og trygt liv. Drosjen har alltid vært særlig viktig for syke- og pasienttransport, for eldre, for personer med nedsatt funksjonsevne og som beredskap. Drosjen har vært en del av den samfunnsmessige infrastrukturen – ikke bare et vanlig konkurransemarked. Høyre og Fremskrittspartiets liberalisering av drosjenæringen, altså drosjereformen, gjorde situasjonen verre for både kunder, eiere og sjåfører. Antallsbegrensningen på drosjeløyver ble fjernet, og kravet om tilknytning til drosjesentral opphørte. Markedet ble åpnet for flere aktører, også digitale plattformer. Målet var økt konkurranse, mer fleksibilitet og større valgfrihet for kundene, men resultatet kjenner vi i dag: Det ble dårligere arbeidsvilkår, mindre seriøsitet, overetablering i byene og svekket tilbud i distriktene. Siden Arbeiderpartiet tok over, har vi stilt garantikrav, satt krav til taklampe og internkontroll, økt innsatsen for kontroller, innført sentraltilknytningsplikt og gitt fylkeskommunene større fleksibilitet i bruk av eneretten. Dette er alle viktige tiltak for å styrke drosjenæringen og tryggheten for kundene. For oppfølging av siste del av Prop. 139 L for 2024–2025 er det satt i gang en etatsgruppe, bestående av Statens vegvesen, Justervesenet og skatteetaten som skal lage et nytt forslag til forskrift om kontrollutrustning. Denne gruppen tar sikte på å ferdigstille jobben til høsten, og deretter vil det bli høring. Jeg er glad for at Senterpartiet følger opp den seriøse jobben for drosjenæringa. Arbeiderpartiet skal følge opp arbeidet med å motvirke sosial dumping, og vi skal jobbe for å sikre like konkurransevilkår. Det gjenstår fortsatt arbeid for å få en mer seriøs og trygg drosjenæring, til beste for kundene, sjåførene og eierne. Den jobben vil Arbeiderpartiet ta."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Bård Hoksrud,FrP,Right,hovedinnlegg,"Bård Hoksrud (FrP) [19:50:04]: Drosjenæringen er viktig og betyr mye for mange mennesker i Norge. Den bidrar til pasienttransport, at folk kommer til sykehus, og ikke minst til daglig transport. Man må imidlertid ikke glemme at det har vært store utfordringer i denne næringen i mange, mange år, også tilbake i tid, og det var en av grunnene til at de ble gjort endringer. Blant annet var Forbrukerrådet veldig tydelig på at man ikke kunne fortsette å holde på sånn som man hadde gjort. Det kan nesten høres ut som denne saken handler om man er for eller mot kontroll i drosjenæringen. Det gjør den absolutt ikke. Fremskrittspartiet er for at vi skal kontrollere, vi er for hvit økonomi, vi er for at alle som driver drosje i Norge, skal betale skatt og moms, registrere omsetning og kunne kontrolleres av myndighetene, men vi er ikke for at Stortinget skal vedta at én bestemt teknisk løsning skal være fasiten for all framtid. Det er verdt å minne om hvorfor drosjemarkedet ble endret. Det gamle systemet hadde som sagt store problemer. Forbrukerrådet var bekymret for kundene, Konkurransetilsynet var bekymret for konkurransen, prisene var vanskelige å forstå, det var vanskelig å sammenligne tilbud, og mange opplevde at det var for få drosjer når behovet var størst. Så vi skal ikke gå baklengs inn i framtiden. Samtidig skal vi være tydelige: Ny teknologi er ikke automatisk seriøsitet. En app er ikke et frikort, et globalt merkenavn er ikke en garanti for at skatt, moms og rapportering skjer riktig. Derfor er det viktig at vi har gode og tydelige krav. Turene skal kunne spores, betaling skal kunne dokumenteres, omsetning skal rapporteres, løyve, bil og sjåfør skal kunne kobles, og kontrollmyndighetene skal kunne ettergå det, men hvis dette kan løses med mer moderne kontrollutrustning, som er like god eller bedre enn tradisjonelle taksametre, skal ikke vi på Stortinget si nei bare fordi løsningen er ny. Et taksameter er dessuten ikke bare en boks, det er en kostnad. Det koster å installere, det koster å vedlikeholde, det koster å kontrollere, og hver gang vi legger nye kostnader på næringen, må vi også være ærlige på at kundene ofte ender med å betale enda mer for de turene de skal ha. Det er et problem, når drosjene allerede konkurrerer med subsidierte kollektivløsninger som kan holde prisene nede. Da må man være opptatt av smart kontroll, ikke bare dyr kontroll. Taksameter eller ikke er ikke det viktige her; kontrollen er viktig, sporbarhet er viktig, at skatten betales er viktig, og at kundene får et godt, trygt og prisgunstig drosjetilbud er viktig. FrP vil ha et drosjemarked som er moderne, kundevennlig og seriøst. Vi sier ja til konkurranse, men nei til smutthull og løsninger som gjør sluttsummen dyrere for forbrukerne. Vi sier ja til teknologi, men nei til svart økonomi, ja til valgfrihet, men nei til at noen skal slippe unna kravene som alle andre må følge. Derfor er vi veldig tydelige på at vi ikke støtter et representantforslag som vil at noen veldig få skal kunne ta veldig mye for å selge og vedlikeholde taksametre. Det rammer den enkelte, som prøver å få virksomheten sin til å gå rundt, og som ser at det finnes nye, teknisk gode løsninger som kan ivareta alle de interessene som er viktige for å sikre at man har en ryddig næring."
2026-05-26,refs-202526-05-26,Møte tirsdag den 26. mai 2026,Marian Hussein,SV,Left,hovedinnlegg,"Marian Hussein (SV) [20:58:19]: Se for deg en kveldsvakt hvor du begynner på jobb kl. 2.30 eller 3, og hver time fram til kl. 22.30, går tempoet opp, opp, opp. Det blir flere og flere oppgaver du skal løse på kortere og kortere tid. Du må småløpe mer, og til syvende og sist, når klokken slår 22.30, skal du hjem og sove før du skal på vakt igjen kl. 7.30 neste morgen. Du ligger hjemme og forsøker å sove, men alt du tenker på, er: Rakk jeg å skrive dette? Rakk jeg å signere på medisinene? Rakk jeg å gi beskjed om a, b og c, som skulle gis videre til nattevakten? Før klokken har slått 1.30 har du kanskje sendt SMS eller ringt til avdelingen der du jobber to ganger. Av sykepleierne og helsefagarbeiderne i Norge rapporterer 24 pst. om arbeidsrelaterte søvnplager, 34 pst. jobber deltid, og 35 pst. opplever at jobbkrav forstyrrer privatlivet. Vi har altfor mange helsepersonell som vi trenger til å jobbe heltid, som allerede jobber deltid. Hvis man skal lytte til Høyre, FrP og Arbeiderpartiet i denne salen, skulle man tro at vi ikke hadde en deltidskrise i norsk helsevesen, at vi ikke hadde en restarbeidsevne hos friske kvinner som har lyst til å jobbe, men som opplever at turnusarbeid ikke går godt med livet. Vi er nødt til å ta kvinners arbeidshelse på alvor hvis vi skal unngå at flere kvinner faller fra, at de går sykmeldte, eller at de søker seg bort fra helsevesenet. Det var det som skjedde med meg og veldig mange av dem jeg kjenner som jobbet som vernepleiere, og som jobbet turnusarbeid. På et eller annet tidspunkt blir du lei av å ligge i sengen og lure på om du gjorde det du skulle gjøre, før du er nødt til å gå på jobb igjen. Det å stemme for dette forslaget i dag er det eneste riktige. Hvis vi skal klare å beholde helsepersonell i framtiden, i en tid med en aldrende befolkning, er vi nødt til å se på turnusarbeid og sammenligne det med skiftarbeid, og gjøre mer for å beholde helsepersonell, istedenfor å fortelle alle grunnene til at vi ikke kan gjøre flere tiltak. Med det tar jeg opp det forslaget SV er en del av."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:18:23]: Det er helt sikkert rom for forbedringer, og vi har gjort flere konkrete forbedringer. Jeg vil være tydelig på at WAIT-rapporten gir et ganske utdatert bilde over tilgangen til metoder i Norge. WAIT-studien tar ikke opp i seg at saksbehandlingstiden for å introdusere nye metoder er redusert med over 100 dager. Vi har aldri kuttet ventetider raskere for å få tillatelse til nye metoder. WAIT-studien tar ikke innover seg at vi har etablert en ny tilgangsordning der pasienter som får nei til en metode på gruppenivå, nå kan søke om en individuell vurdering, og mange av de sakene har gått igjennom med positivt utfall. Sju av ti nye metoder tas i bruk i Norge. Når det gjelder andelen metoder hele befolkningen får tilgang til, ligger vi over det europeiske snittet, og det er bedre tilgang til de legemidlene i Danmark og Sverige. Det skulle bare mangle. Vår befolkning skal ha tilgang til gode metoder, men da må vi også prioritere godt."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Kristian August Eilertsen,FrP,Right,replikk,"Kristian August Eilertsen (FrP) [10:19:27]: Jeg registrerer nok en gang at statsråden skjønnmaler situasjonen. Det er stor avstand mellom det statsråden sier, og det alle andre beskriver rundt seg i samfunnet. I forrige uke utfordret jeg statsministeren om WAIT-rapporten, men det var jo som å rope i skogen. Derfor prøver jeg egentlig å gjøre det samme med statsråden her også. Med våre økonomiske muskler skal Norge ha en helsetjeneste i verdensklasse, men WAIT-rapporten viser at tilgangen til nye medisiner for norske pasienter går feil vei. For ti år siden var over halvparten av innovative medisiner tilgjengelig for norske pasienter. I dag er andelen redusert til litt over en tredjedel. Norske pasienter venter i dag lenger på å få tilgang til nye medisiner. i snitt er ventetiden 543 dager. Det er en økning fra året før. Så registrerer jeg at statsråden har helt andre tall, men det som skulle gå ned, har gått opp, og det som skulle gå opp, har gått ned på Arbeiderpartiets vakt. Er statsråden fornøyd med at det er færre nye medisiner tilgjengelig med offentlig finansiering, og at norske pasienter venter stadig lenger på tilgang til nye medisiner?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Stig Atle Abrahamsen,FrP,Right,replikk,"Stig Atle Abrahamsen (FrP) [10:21:44]: Vi snakker mye om å ta ned ventetider for våre eldre i helsetjenestene. Det vi snakker mindre om, er de fleste pasienters inngangsport til helsetjenestene, nemlig fastlegene. Kommuner landet over rekrutterer fastleger som aldri før, men fortsatt står over hundre tusen uten fastlege. Sist uke kastet statsråden en brannfakkel inn i fastlegeordningen, med store endringer i basistilskudd og utjamningstilskudd. For noen fastleger er dette snakk om inntektsbortfall på flere hundretusen kroner årlig. Endringen skjer uten noen dialog med Legeforeningen og skal tre i kraft allerede 1. juli. Legeforeningen er sterkt bekymret for at sånne ustabile rammevilkår kan destabilisere fastlegeordningen og svekke rekrutteringen. Resultatet vi er bekymret for, er at enda flere pasienter blir stående uten fastlege. Deler statsråden den bekymringen?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:22:41]: La meg først si at jeg er veldig glad for at vi har fått orden på fastlegekrisen som vi arvet fra den borgerlige regjeringen, der mange fastleger rømte fra yrket, antallet nordmenn uten fastlege var i ferd med å eksplodere, og arbeidsbelastningen på fastlegene var altfor stor. Politikken vi har gjennomført, har fungert. Vi har rekruttert om lag 800 flere fastleger. Listelengdene har i snitt gått ned fra rett over 1 000 til under 1 000. Langt flere fastleger sier i dag at de ønsker å stå lenger i jobb, og ordningen er stabilisert. Vi har bevilget mer enn 1 mrd. kr mer til å ta vare på fastlegeordningen. Det er veldig bra. Det ble varslet i stortingsmeldingen om allmennlegetjenestene for et år siden at det fra og med denne sommeren ville bli gjort enkelte justeringer i basistilskuddet. Den meldingen er behandlet av Stortinget. Regjeringen jobber nå med å gjennomføre stortingsmeldingen, som Stortinget har sluttet seg til, herunder enkelte justeringer for å gjøre basistilskuddet til fastlegene mer treffsikkert."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Stig Atle Abrahamsen,FrP,Right,replikk,"Stig Atle Abrahamsen (FrP) [10:23:46]: Når statsråden snakker om fastlegekrisen, virker det som om man tror at det allerede er løst. Det har vært et samlet storting som har presset regjeringen fra skanse til skanse til å ta tak i denne problemstillingen. Det var det under Kjerkol, og det har vært det også under Vestre. Det virker ikke som at statsråden tar innover seg bekymringen Legeforeningen har. Når man får de reaksjoner man får, når fastlegene plutselig over natten kan miste flere hundretusen kroner fordi man skal gjøre – som statsråden sier – noen justeringer, er det klart det er mange som reagerer på det. Det skaper en usikkerhet knyttet til om man klarer å få rekruttert nok fastleger. Jeg hørte ikke at statsråden svarte på den utfordringen. Vil statsråden gå i dialog med Legeforeningen og se om det kan være bedre løsninger for dette, heller enn at vi ender opp med å miste flere fastleger og i hvert fall ikke klarer å rekruttere flere, når rammevilkårene blir så ustabile?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:24:52]: Jeg har dialog med Legeforeningen også om denne saken, men jeg er ikke enig i premisset for spørsmålet. Denne endringen, som handler om å ta bort dempingen og det såkalte utjamningstilskuddet i basisfinansieringen for fastlegene, ble varslet i en stortingsmelding som ble lagt fram for Stortinget før sommeren i fjor. Den har vært behandlet på ordinær måte i Stortinget, og regjeringen jobber nå med å gjennomføre den. Det er alltid sånn at endringer vil innebære at noen får justert sine rammebetingelser. I denne saken er det ikke snakk om noen kutt i ordningen. Samlet sett kommer vi til å bruke mer på fastlegeordningen neste år enn det vi gjorde i år og i fjor, men det vil være en omprioritering av midlene. Noen fastleger vil få noe mer basisfinansiering, og andre fastleger vil få noe lavere basisfinansiering, slik at formålet med persontilpasset basistilskudd, som Stortinget har sluttet seg til, vil bli gjennomført etter intensjonen."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Marius Langballe Dalin,MDG,Center,replikk,"Marius Langballe Dalin (MDG) [10:26:11]: Frå fastlegeordninga har eg lyst til å ta opp spørsmål knytt til genterapi, som er i ferd med å revolusjonere behandlinga for veldig mange pasientar med kreft, sjeldne arvelege sjukdommar og autoimmune sjukdommar, som MS. Carvykti er ei effektiv behandling for blodkreftsjukdommen myelomatose, der Direktoratet for medisinske produkt har vurdert at behandlinga truleg har omtrent same pris som norsk standardbehandling, men er dyrare enn ei behandling som knapt blir brukt i Noreg lenger. Likevel er det inga dekning av dette, og fagfolka fortvilar. Eg undrar meg over denne vurderinga av eit mykje meir effektivt regime enn standardbehandling, med mykje mindre biverknader. Det stiller grunnleggjande spørsmål til vurderingssystemet vårt. Mitt spørsmål til statsråden er: Vil statsråden sjå på denne saka ein gong til og ta ei vurdering av om vurderingssystemet vårt tek tilstrekkeleg omsyn til klinisk kunnskap og praksis?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Grunde Almeland,V,Center,replikk,"Grunde Almeland (V) [10:30:16]: Det er en grunn til at Stortinget er opptatt av kapasiteten, og det er nettopp fordi god nok kapasitet er avgjørende for å få den behandlingen man trenger. Derfor vil jeg også utfordre statsråden på en sak Aftenposten skrev om i går, nemlig at det ved Regional seksjon for spiseforstyrrelser ved Ullevål skal kuttes over 14 mill. kr i år. Antall sengeplasser vil da gå fra 24 til 17, og 5 sengeplasser gjøres om til hjemmesykehusplasser. Det presenteres som om det ikke skal utgjøre en reell reduksjon. Dette skjer samtidig som statsråden i januar sa til NRK at behandlingskapasiteten for spiseforstyrrelser er for lav og må økes i alle regioner, og det skjer etter at Stortinget i mars vedtok at regjeringen skal sikre økning i døgnplasser innen psykisk helsevern og enstemmig vedtok at et styrket døgntilbud for pasienter med spiseforstyrrelser skulle være på plass. Det var en tydelig bestilling fra denne sal. Da er spørsmålet mitt til statsråden: Hva har han gjort for å følge opp Stortingets vedtak om økt døgnkapasitet?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:31:19]: Takk for spørsmålet og takk for engasjementet for en veldig viktig sak. La oss først begynne med å erkjenne at døgnkapasiteten og behandlingskapasiteten over år har vært for lav. Deler av dette har vært en villet utvikling, fordi man faglig sett har gått fra mer døgnbehandling over på poliklinisk behandling, hjemmebehandling og dagbehandling. Det har vært en riktig utvikling, men jeg mener den pendelen har svingt for langt. Det er grunnen til at sykehusene har fått i oppdrag å legge til grunn sine faglige framskrivninger, og de tilsier et behov for om lag 430 flere døgnplasser i årene framover. Det er et nasjonalt tall, så det vil brytes ned på hver helseregion, og behovene vil være litt ulike, men det betyr at vi skal betydelig opp. Jeg har ikke sett de endelige tallene for 2025, men etter hva jeg forstår, er det en viss økning i antall behandlingsplasser nå. Det forventer jeg, forutsetter og har lagt til rette for at skal skje også gjennom 2026. Det foregår nå mange omstillinger i tilbudet, også i Oslo universitetssykehus. De sier at dette ikke innebærer en reduksjon i antall døgnplasser, verken for barn og unge eller for voksne, men det blir en justering av tilbudet."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:37:55]: Jeg er veldig lei meg for alle de innbyggerne i Norge som ikke opplever at de får god nok helsehjelp. Jeg har møtt både pasienter og ikke minst pårørende og foreldre til disse barna og ungdommene, og det gjør et inntrykk jeg ikke glemmer. De familiene er gjennom så voldsomt krevende påkjenninger og en reell frykt for å miste sine. Og dessverre, selv om en del har fått god hjelp og kommet seg godt igjennom, er det fortsatt for mange historier om pasienter som blir kasteballer, som verken får god nok hjelp i spesialisthelsetjenesten eller kommunehelsetjenesten, og som opplever at de nærmest står i en kamp mot systemet for å få den behandlingen de trenger. Så dette er alvorlig. Det er derfor vi har lagt fram mange konkrete tiltak som vi nå er i ferd med å gjennomføre for å få dette til. Men døgnkapasiteten er på vei opp, den er ikke på vei ned. Etter hva jeg er blitt fortalt når det gjelder regional seksjon for spiseforstyrrelser, beholdes døgnkapasiteten, og i tillegg kommer det noen andre tilbud."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:44:18]: Takk for spørsmålet. Jeg skjønner veldig godt det store engasjementet for helsetilbudet i Sogn og Fjordane. Jeg har vært på folkemøte med over tusen innbyggere og fakkeltog, og det engasjementet for helsetjenesten er nesten til å bli rørt av. Vi skal gjøre alt det vi kan for å ha et så godt tilbud som overhodet mulig. Så har det vært nødvendig å gjøre noen justeringer. Det er riktig at det ortopediske tilbudet som vi var kjent med i Lærdal, flyttes til Sentralsykehuset i Førde, men det skal være et poliklinisk tilbud flere dager i uken. Det skal være skadepoliklinikk i både Lærdal og Nordfjordeid, og jeg er spesielt glad for at det også flyttes nye tjenester ut til lokalsykehusene. Det skal bl.a. være et poliklinisk tilbud innenfor lungesykdommer, det skal være et poliklinisk tilbud innen hjerte- og karsykdommer, og hvis jeg ikke husker helt feil, er det snakk om flere tusen avtalespesialistkonsultasjoner som nå legges til bl.a. lokalsykehuset i Lærdal. Det er viktig, for da vil flere av de tjenestene innbyggerne trenger mye og ofte, kunne være lett tilgjengelige. Det kan hende at det blir noen justeringer i åpningstiden til tilbudet, men det er også for å ivareta de behovene som befolkningen faktisk har, og bruke helsepersonellet effektivt."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,hovedinnlegg,"Statsråd Jan Christian Vestre [11:12:50]: Takk for et godt og viktig spørsmål. Det er en alvorlig rapport fra Riksrevisjonen. Jeg deler langt på vei Riksrevisjonens vurdering, og jeg kan i hvert fall være helt klar og tydelig på at vi absolutt skal følge opp Riksrevisjonens rapport. Jeg mener at den i stort er nok et argument for hvorfor vi trenger en helsereform. Det er altfor mange av våre pasienter som blir kasteballer mellom kommunehelsetjenesten og spesialisthelsetjenesten, for mange som faller mellom stoler. De som har mye ressurser og vet hvordan de skal finne fram, klarer som regel å finne fram, men det går ut over dem som ikke har de ressursene, rett og slett fordi de ikke vet hvordan de skal finne fram. Jeg synes det er bekymringsfullt når jeg møter barn og unge som blir henvist fra kommunen sin til spesialisthelsetjenesten, for så å få beskjed om at de ikke er syke nok til å få behandling i spesialisthelsetjenesten, at de må komme tilbake når de blir dårligere. Vi skal ikke ha det sånn, så vi må gjøre en lang rekke tiltak for å forbedre dette. Det er stort potensial for endring. Noe av det vi nå tester ut, bl.a. i Vestfold, er «Én vei inn» til psykisk helsevern. Det er et veldig bra, lokalt initiert tiltak, det er ikke regjeringens forslag. Det er kommunene og sykehuset i Vestfold som har funnet på dette, med god velsignelse fra oss, for det er et godt forslag. Der sitter nå kommune- og spesialisthelsetjeneste sammen og vurderer pasientene og hvilket behandlingsnivå de skal ha. Målet er at alle skal komme i gang med behandling og oppfølging innen 14 dager. Ingen avvises, simpelthen fordi man automatisk sendes til riktig sted. Det er framtidens helsetjeneste. Vi kan ikke bare ha det i piloter og forsøk, der hvor innovative kommuner og innovative sykehus vil jobbe annerledes. Dette må bli normen for hele Norge, slik at alle barn og unge får oppleve det samme. Ventetidene er nå på vei ned. De skal fortsatt videre nedover. Jeg er glad for at Riksrevisjonen peker på at 72 pst. av kommunene nå har fått på plass et lavterskeltilbud innen psykisk helse. Det er en økning fra 55 pst. siden 2024. Likevel er det fortsatt én av tre kommuner som ikke har dette tilbudet, og det må vi selvfølgelig sørge for å få på plass."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Kathy Lie,SV,Left,replikk,"Kathy Lie (SV) [11:14:55]: Ett av forslagene fra kommunekommisjonen som regjeringen har valgt å følge opp, er fjerning av kompetansekravet i kommunehelsetjenesteloven. Noe av begrunnelsen er rekrutteringsutfordringer, særlig i distriktene, men her er fagforeningene tydelige på at lavere krav ikke vil gjøre det lettere å rekruttere personell med riktig kompetanse. Forslaget skal riktignok på høring, og det er ikke gitt hva utfallet blir, men jeg vil gjerne høre hva helseministeren tenker om følgende: Tror han at det blir enklere å sikre likeverdige tjenester over hele landet, særlig til sårbare unge, hvis disse kravene fjernes?"
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [11:18:50]: Svaret på det er ja, og jeg vil gjerne gjenta det jeg har sagt tidligere og berømme SV for dette forslaget. Jeg er veldig glad for at Stortinget vedtok flere av punktene. Jeg kan også si at vi allerede er i gang – kun få uker etter at vedtaket ble fattet – med å følge opp, så det vil komme en oppdatert opptrappingsplan. Vi skal også gjøre en evaluering av den opptrappingsplanen som vi nå så langt er kommet halvveis gjennom. Det er mange tiltak som nå ligger på bordet, men det jeg mener vi som et minimum må sikte etter, er: Vi må ha lavterskeltilbud som er enkle å oppsøke i alle landets kommuner. Det kan ikke være postnummeret som avgjør om barn og unge kan oppsøke et tilbud om noen å snakke med. Ventetidene som vi nå har fått ned på et historisk lavt nivå, må videre nedover. Vi må ha felles henvisning og felles vurdering av alle pasientene, slik at ingen blir kasteball mellom kommunehelsetjeneste og spesialisthelsetjeneste. Vi kan også se på hvordan det er mulig å styrke de tilbudene som en del bruker, bl.a. innenfor skolehelsetjenesten, for det vil være en del av et godt utbygget lavterskeltilbud i kommunene."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,hovedinnlegg,"Statsråd Jan Christian Vestre [11:22:11]: Det går helt fint, president. Det er arbeids- og inkluderingsministeren som har hatt dette forslaget på høring, men det er et godt spørsmål, så la meg få svare på det. For det første er jeg veldig glad for at også partiet Rødt er opptatt av å få ned sykefraværet, for det er for høyt. Det er ingens skyld, men vi har et felles ansvar for å gjøre noe med det. Da mener jeg alle bør stille seg spørsmålet: Hva kan vi som samfunnsaktører bidra med for å få sykefraværet ned? Arbeidsgiverne har selvfølgelig et viktig ansvar. Jeg mener at fastlegene kan bidra til å få til dette. De gjør en kjempejobb i dag. De er på ingen måte syndebukker i dette arbeidet, men også de kan få tid, mulighet og rom til å følge opp pasientene sine enda bedre, slik at vi unngår sykmeldinger og kan få flere graderte sykmeldinger. Jeg mener også at vi arbeidstakere kan bidra til å få dette til. La meg være krystallklar: Arbeiderparti-regjeringen garanterer for sykelønnen. Vi kommer ikke til å gjøre noe som rokker ved sykelønnen. Likevel: Skal vi opprettholde en god sykelønnsordning i framtiden, må vi få sykefraværet ned. Det er for høyt. Det går utover den enkelte, som ikke får være i arbeid og aktivitet og delta i samfunnet. Det vet vi har negative konsekvenser for mange. Det er også viktig for samfunnet. Får vi ned sykefraværet med ett prosentpoeng, til det nivået vi hadde før pandemien, er det 15 mrd. kr i gevinst for samfunnet. Det er ikke 15 mrd. kr som bare er 15 mrd. kr, det er 15 mrd. kr vi kan investere i bedre velferd. Jeg vet f.eks. at partiet Rødt og representanten har et sterkt, lidenskapelig engasjement for en tannhelsereform. La oss prøve å få til den tannhelsereformen, men den tannhelsereformen skal finansieres. Bare for å sammenligne tallstørrelsene: Hadde vi fått ned sykefraværet med ett prosentpoeng, har Rødt finansiert tannhelsereformen sin. Så store tall snakker vi her om. Arbeids- og inkluderingsministeren har hatt på høring forslag som ikke bare innebærer at vi som er i jobb, kanskje må være litt mer fleksible og kunne gjøre litt andre oppgaver for å komme tilbake på arbeid enn de vi hadde da vi ble sykmeldt, men det ligger også der nye forpliktelser for arbeidsgiverne, i at de i større grad må tilrettelegge og være sitt ansvar bevisst, og så følger jeg opp med fastlegene. Her er ingen syndebukker, men alle må bidra."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [11:25:16]: Premisset for spørsmålet bærer litt preg av at dette bare skyldes arbeidsgiverne, at vi ikke kan gjøre noen ting i fastlegeordningen, og at vi ikke kan gjøre noen ting i arbeidslivet ellers – eller at vi arbeidstakere ikke også kan være lite grann mer fleksible. La oss f.eks. si at man jobber i kommunen og gjør tungt fysisk arbeid i uteseksjonen eller parkseksjonen, og så blir sykmeldt på grunn av muskel- og skjelettplager eller ryggplager og dermed ikke kan gjøre tungt arbeid. Det kan jo tenkes at det i en kortere periode er noen andre oppgaver i kommunen som en kan gjøre og er kvalifisert for, som gjør at man kommer seg raskere tilbake i arbeid. Det vil være bra for den enkelte som kommer inn i arbeid igjen, det vil være bra for fellesskapet, og det vil være veldig bra for kommunen også, fordi det er mangel på arbeidskraft. Jeg mener vi ikke må kortslutte den debatten før vi har startet den ved å si at vi utelukker å se på det. Det Arbeiderparti-regjeringen utelukker å se på, er sykelønnsordningen. Den ligger fast. Blir du syk, skal du ha grunnleggende inntektssikring. Det er helt uaktuelt for oss å rokke ved det, men vi må være villig til å vurdere andre tiltak for å få sykefraværet ned, og det er det vi nå gjør."
2026-05-27,refs-202526-05-27,Møte onsdag den 27. mai 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [11:27:21]: Jeg mener vi kan ha flere tanker i hodet samtidig. Som jeg også har sagt: I denne sykefraværspakken mener jeg at vi absolutt bør betale fastlegene for å ha mer tid med pasientene sine. Det mange fastleger forteller oss, er at de trenger bedre beslutningsstøtte, men de sier også at på en 20 minutters konsultasjon, som er det de får takste i dag, er det ikke tid til å ta opp alt det representanten – veldig prisverdig – nevner her. Dette er jo supersentrale spørsmål som må svares ut, men det er ikke mulig å gjøre det på 20 minutter. Jeg mener at vi ikke må straffe fastlegen og si at de ikke får betalt, og at de skal jobbe gratis, når en unngår en sykmelding fordi den graderes eller en får dette inn på et mer konstruktivt spor. Her er det først og fremst rett og slett bare å ta på alvor det fastlegene har sagt. Det har over tid vært slik at vi skal ha graderte sykmeldinger som hovedregel, men det er bare 39 pst. av dem som graderes. Da vil jeg at fastlegene veldig kort skriver i journalen hvorfor de ikke graderer – så har de tatt den runden, og da stoler jeg på at den vurderingen er riktig."
