primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,27,107,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p27,2025,4
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,28,37,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p28,2025,4
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,29,141,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p29,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,30,41,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p30,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,31,42,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p31,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,32,60,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p32,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,33,25,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p33,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,34,73,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p34,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,35,35,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p35,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,36,75,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p36,2025,4
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,37,61,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p37,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,38,46,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p38,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,39,54,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p39,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,40,52,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p40,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,41,65,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p41,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,42,40,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p42,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,43,71,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p43,2025,4
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,44,59,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p44,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,45,32,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p45,2025,4
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,46,51,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p46,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,47,44,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p47,2025,4
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,48,96,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p48,2025,4
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,49,43,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p49,2025,4
Utsikter / fremoverskuende signal,Outlook / forward guidance,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,50,3,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p50,2025,4
Risiko / usikkerhet,Risk / uncertainty,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,51,22,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p51,2025,4
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,52,24,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p52,2025,4
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-04-08-finance-norway-conference/,Norges Bank,2025-04-08,11:05,p,53,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_04_08_finance_norway_conference__p53,2025,4
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,li,5,4,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p5,2025,3
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,6,22,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p6,2025,3
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,7,8,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p7,2025,3
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,8,17,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p8,2025,3
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,9,39,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p9,2025,3
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,10,62,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p10,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,11,55,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p11,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,12,24,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p12,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,13,49,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p13,2025,3
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,14,3,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p14,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,15,7,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p15,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,16,36,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p16,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,17,6,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p17,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,18,57,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p18,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,19,26,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p19,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,20,16,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p20,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,21,8,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p21,2025,3
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,22,66,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p22,2025,3
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,23,103,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p23,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,24,11,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p24,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,25,71,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p25,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,26,12,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p26,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,27,62,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p27,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,28,61,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p28,2025,3
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,p,29,47,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p29,2025,3
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-03-27-pc/,Norges Bank,2025-03-27,10:30,li,30,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_03_27_pc__p30,2025,3
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-cape-town/,Norges Bank,2025-02-27,17:30,li,5,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_cape_town_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_cape_town__p5,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-cape-town/,Norges Bank,2025-02-27,17:30,p,6,24,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_cape_town_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_cape_town__p6,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,li,5,6,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p5,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,6,12,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p6,2025,2
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,7,4,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p7,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,8,50,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p8,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,9,54,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p9,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,10,47,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p10,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,11,112,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p11,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,12,25,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p12,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,13,3,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p13,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,14,95,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p14,2025,2
